State Postal Code,State FIPS Code,District ID,District,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
AR,5,7320,Harmony Grove ,"5,937","1,020",90
AR,5,7350,Harrisburg ,"6,623","1,170",282
AR,5,7380,Harrison ,"21,371","3,513",576
AR,5,7530,Hazen ,"4,440",670,147
AR,5,7560,Heber Springs ,"11,756","1,711",365
AR,5,7620,Hector ,"3,700",728,183
AR,5,7680,Helena-West Helena ,"10,686","2,057",968
AR,5,7710,Hermitage ,"2,349",443,120
AR,5,7770,Highland ,"12,630","1,807",491
AR,5,71,Hillcrest ,"3,765",711,202
AR,5,7840,Hope ,"13,696","2,611",653
AR,5,7860,Horatio ,"3,564",751,167
AR,5,7890,Hot Springs ,"29,888","3,951","1,037"
AR,5,7990,Hoxie ,"3,500",588,172
AR,5,8130,Huntsville ,"15,915","2,740",565
AR,5,21,Izard Cty Consolidated Schools,"4,990",735,219
AR,5,13230,Jackson County ,"4,172",770,178
AR,5,419,Jacksonville North Pulaski ,"38,712","6,808","1,951"
AR,5,8240,Jasper ,"5,255",768,196
AR,5,7920,Jessieville ,"7,358",791,142
AR,5,8280,Jonesboro Public Schools,"38,099","6,895","2,142"
AR,5,8340,Junction City ,"3,028",530,84
AR,5,8490,Kirby ,"2,463",409,108
AR,5,65,Lafayette County ,"4,458",631,204
AR,5,8610,Lake Hamilton ,"27,122","4,585",755
AR,5,8640,Lakeside ,"7,276","1,268",420
AR,5,8670,Lakeside ,"18,833","2,956",346
AR,5,8700,Lamar ,"7,129","1,240",228
AR,5,8730,Lavaca Public Schools,"4,965",898,159
AR,5,82,Lawrence County ,"7,892","1,217",324
AR,5,3420,Lead Hill ,"3,078",442,111
AR,5,9360,Lee County ,"8,619","1,103",464
AR,5,8940,Lincoln ,"6,819","1,328",239
AR,5,9000,Little Rock ,"180,511","30,188","8,061"
AR,5,9060,Lonoke ,"9,493","1,609",319
AR,5,9150,Magazine Schools,"2,500",427,84
AR,5,9190,Magnet Cove ,"3,094",554,100
AR,5,44,Magnolia ,"19,410","2,927",858
AR,5,9240,Malvern Special ,"18,160","2,498",665
AR,5,9270,Mammoth Spring Schools,"2,975",493,141
AR,5,46,Manila ,"4,959",933,169
AR,5,9330,Mansfield ,"5,357","1,002",201
AR,5,9390,Marion ,"21,424","4,359",928
AR,5,9420,Marked Tree ,"3,244",526,147
AR,5,16,Marmaduke ,"3,908",733,116
AR,5,9510,Marvell ,"2,892",493,164
AR,5,9540,Mayflower ,"6,069",916,156
AR,5,9570,Maynard ,"3,369",676,170
AR,5,9600,McCrory ,"2,978",478,126
AR,5,9630,McGehee ,"5,987","1,179",384
AR,5,9720,Melbourne ,"5,228",796,165
AR,5,9750,Mena Public Schools,"12,678","2,126",578
AR,5,20,Midland ,"3,901",723,165
AR,5,9780,Mineral Springs ,"3,303",587,168
AR,5,9840,Monticello ,"10,277","1,691",447
AR,5,9990,Mount Ida ,"3,884",469,121
AR,5,10080,Mount Vernon-Enola ,"3,208",604,92
AR,5,43,Mountain Home ,"33,801","4,478",737
AR,5,10170,Mountain Pine ,"4,177",707,168
AR,5,10200,Mountain View ,"12,271","1,796",577
AR,5,10260,Mountainburg Schools,"4,193",686,187
AR,5,10290,Mulberry ,"3,815",625,118
AR,5,10380,Nashville ,"9,103","1,771",401
AR,5,10410,Nemo Vista ,"2,250",368,83
AR,5,10440,Nettleton ,"29,460","4,606","1,071"
AR,5,30,Nevada ,"2,533",419,107
AR,5,23,Newport ,"11,156","1,478",414
AR,5,10560,Norfork Schools,"3,852",553,104
AR,5,10680,North Little Rock ,"53,368","9,118","2,853"
AR,5,10920,Omaha ,"2,768",426,87
AR,5,10950,Osceola ,"6,817","1,274",442
AR,5,73,Ouachita River ,"3,986",593,144
AR,5,10980,Ouachita ,"1,828",307,73
AR,5,76,Ozark Mountain ,"4,681",810,243
AR,5,11010,Ozark ,"10,254","1,736",420
AR,5,51,Palestine-Wheatley ,"1,842",302,90
AR,5,11070,Pangburn ,"3,293",558,124
AR,5,17,Paragould ,"22,283","4,082",678
AR,5,11130,Paris ,"6,685",972,188
AR,5,11220,Parkers Chapel ,"2,768",612,81
AR,5,3030,Pea Ridge ,"10,377","2,306",203
AR,5,11340,Perryville ,"4,947",793,166
AR,5,11370,Piggott ,"5,361",882,186
AR,5,26,Pine Bluff ,"37,185","5,648","1,742"
AR,5,11610,Pocahontas ,"12,413","2,240",483
AR,5,11700,Pottsville Public Schools,"6,710","1,489",243
AR,5,11730,Poyen ,"1,211",209,34
AR,5,11760,Prairie Grove ,"12,871","2,697",279
AR,5,11820,Prescott ,"4,987",884,254
AR,5,11850,Pulaski County Special ,"131,336","22,485","3,586"
AR,5,11880,Quitman ,"5,097",789,147
AR,5,4370,Rector ,"3,733",624,143
AR,5,45,Rivercrest ,"5,324",938,280
AR,5,12,Riverside ,"4,389",866,165
AR,5,8400,Riverview ,"7,406","1,293",317
AR,5,11970,Rogers Public Schools,"100,971","18,616","2,121"
AR,5,12000,Rose Bud ,"4,373",798,163
AR,5,12060,Russellville Schools,"38,586","6,081","1,283"
AR,5,12090,Salem ,"4,852",841,207
AR,5,12180,Scranton ,"2,248",383,55
AR,5,9480,Searcy County ,"6,435",938,260
AR,5,12210,Searcy ,"33,010","5,355",751
AR,5,15,Sheridan ,"26,480","4,576",618
AR,5,12420,Shirley ,"4,074",456,133
AR,5,12450,Siloam Springs Schools,"25,119","4,932",642
AR,5,12480,Sloan-Hendrix ,"4,003",650,158
AR,5,12510,Smackover-Norphlet ,"6,202","1,074",183
AR,5,12520,South Conway County ,"15,648","2,646",568
AR,5,10320,South Pike County ,"4,649",732,139
AR,5,12570,South Side-Bee Branch ,"3,169",533,108
AR,5,12540,Southside ,"5,690","1,055",249
AR,5,12630,Spring Hill ,"1,465",308,62
AR,5,12660,Springdale ,"111,546","23,500","3,402"
AR,5,28,Star City ,"8,194","1,366",290
AR,5,12930,Strong ,"2,590",423,118
AR,5,12960,Stuttgart ,"9,193","1,649",382
AR,5,13110,Texarkana ,"32,016","5,343","1,459"
AR,5,47,Trumann Schools,"9,478","1,681",493
AR,5,79,Two Rivers ,"6,276","1,089",273
AR,5,13350,Valley Springs ,"4,692",945,163
AR,5,13380,Valley View ,"12,758","2,934",275
AR,5,13410,Van Buren ,"33,307","6,049","1,120"
AR,5,13530,Vilonia ,"16,339","3,390",358
AR,5,13560,Viola ,"3,198",536,132
AR,5,13680,Waldron ,"8,249","1,430",364
AR,5,6,Warren ,"8,042","1,439",350
AR,5,13930,Watson Chapel ,"14,596","2,220",562
AR,5,14010,West Fork ,"5,666",976,125
AR,5,8040,West Memphis ,"25,446","4,921","1,799"
AR,5,14040,West Side ,"4,384",539,181
AR,5,41,Western Yell County ,"2,357",435,75
AR,5,4020,Westside Consolidated ,"9,327","1,788",304
AR,5,14020,Westside ,"3,616",640,154
AR,5,4170,White County Central ,"3,710",735,130
AR,5,14140,White Hall ,"13,755","2,540",449
AR,5,14370,Wonderview ,"2,818",497,78
AR,5,14400,Woodlawn ,"2,564",451,69
AR,5,14430,Wynne Public Schools,"13,484","2,435",573
AR,5,14490,Yellville-Summit ,"6,241",951,239
CA,6,1620,ABC Unified ,"104,902","16,948","2,170"
CA,6,1650,Acalanes Union High ,"118,464","6,451",201
CA,6,1680,Ackerman Elementary ,"2,889",298,38
CA,6,1,Acton-Agua Dulce Unified ,"12,054","1,832",247
CA,6,1710,Adelanto Elementary ,"66,172","7,970","1,800"
CA,6,1770,Alameda City Unified ,"76,707","11,292",955
CA,6,1860,Albany City Unified ,"19,864","3,033",199
CA,6,1890,Alexander Valley Union ,756,37,5
CA,6,153,Alhambra Unified ,"164,163","16,992","3,069"
CA,6,1950,Alisal Union Elementary ,"60,117","7,931","1,411"
CA,6,1980,Allensworth Elementary ,557,111,47
CA,6,2010,Alpaugh Unified ,"1,270",348,120
CA,6,2070,Alpine County Unified ,"1,235",170,38
CA,6,2100,Alpine Union Elementary ,"18,810","2,140",158
CA,6,2160,Alta Loma Elementary ,"54,577","5,824",493
CA,6,2220,Alta Vista Elementary ,"3,113",513,198
CA,6,2250,Alta-Dutch Flat Union Elementary ,"1,748",132,24
CA,6,2310,Alum Rock Union Elementary ,"109,436","13,025","1,861"
CA,6,2360,Alview-Dairyland Union Elementary ,"1,631",268,57
CA,6,2370,Alvina Elementary ,592,84,28
CA,6,2430,Alvord Unified ,"113,034","21,091","3,255"
CA,6,2450,Amador County Unified ,"41,259","4,667",572
CA,6,2610,Anaheim Elementary ,"200,832","18,182","2,941"
CA,6,2630,Anaheim Union High ,"396,044","32,474","4,338"
CA,6,2700,Anderson Union High ,"40,616","2,462",356
CA,6,2730,Anderson Valley Unified ,"3,180",504,115
CA,6,2760,Antelope Elementary ,"6,111",641,122
CA,6,2820,Antelope Valley Union Joint High ,"401,422","29,422","6,501"
CA,6,2850,Antioch Unified ,"119,523","21,723","3,726"
CA,6,17,Apple Valley Unified ,"84,782","16,602","3,133"
CA,6,2970,Arcadia Unified ,"56,504","9,582","1,069"
CA,6,3000,Arcata Elementary ,"15,114",866,227
CA,6,3060,Arcohe Union Elementary ,"4,789",504,44
CA,6,3090,Arena Union Elementary ,"3,751",305,64
CA,6,3180,Armona Union Elementary ,"7,295","1,189",277
CA,6,91136,Aromas-San Juan Unified ,"9,892","1,525",161
CA,6,3270,Arvin Union ,"19,970","3,684","1,212"
CA,6,3300,Atascadero Unified ,"37,357","5,605",536
CA,6,3420,Atwater Elementary ,"37,019","5,268","1,409"
CA,6,3480,Auburn Union Elementary ,"34,994","2,984",323
CA,6,3600,Azusa Unified ,"68,311","11,222","1,883"
CA,6,3610,Baker Valley Unified ,549,124,33
CA,6,3630,Bakersfield City ,"203,084","31,751","10,835"
CA,6,3690,Baldwin Park Unified ,"70,163","12,289","2,507"
CA,6,3720,Ballard Elementary ,"1,451",128,9
CA,6,3750,Ballico-Cressey Elementary ,"1,974",283,58
CA,6,3780,Bangor Union Elementary ,"1,242",136,35
CA,6,3840,Banning Unified ,"35,544","5,602","1,171"
CA,6,3870,Banta Elementary ,"9,688","1,381",78
CA,6,4020,Barstow Unified ,"35,692","7,850","2,215"
CA,6,4080,Bass Lake Joint Union Elementary ,"11,385","1,035",268
CA,6,4110,Bassett Unified ,"25,875","4,452",833
CA,6,4200,Bayshore Elementary ,"5,776",567,50
CA,6,4230,Bear Valley Unified ,"19,238","2,681",597
CA,6,4260,Beardsley Elementary ,"18,599","2,263",816
CA,6,4290,Beaumont Unified ,"66,533","12,152","1,234"
CA,6,4350,Bella Vista Elementary ,"3,880",344,41
CA,6,4500,Belleview Elementary ,"1,795",165,42
CA,6,4380,Bellevue Union ,"26,829","2,759",360
CA,6,4440,Bellflower Unified ,"82,321","14,487","2,146"
CA,6,4530,Belmont-Redwood Shores Elementary ,"43,448","4,785",116
CA,6,4560,Belridge Elementary ,112,26,9
CA,6,4620,Benicia Unified ,"27,067","4,318",231
CA,6,4650,Bennett Valley Union Elementary ,"9,976",713,54
CA,6,4740,Berkeley Unified ,"121,824","10,758",811
CA,6,4800,Berryessa Union Elementary ,"81,544","8,337",615
CA,6,4830,Beverly Hills Unified ,"32,197","4,620",610
CA,6,4860,Big Creek Elementary ,345,46,18
CA,6,4890,Big Lagoon Union Elementary ,519,39,6
CA,6,91137,Big Oak Flat-Groveland Unified ,"5,495",533,119
CA,6,4950,Big Pine Unified ,"1,965",329,42
CA,6,4980,Big Springs Union Elementary ,"1,898",193,32
CA,6,31,Big Sur Unified ,309,51,11
CA,6,5010,Big Valley Joint Unified ,"1,574",226,50
CA,6,5040,Biggs Unified ,"3,607",718,132
CA,6,1409,Bishop Unified ,"13,431","2,077",317
CA,6,5190,Bitterwater-Tully Union Elementary ,211,37,7
CA,6,5220,Black Butte Union Elementary ,"4,563",326,72
CA,6,5240,Black Oak Mine Unified ,"13,393","1,724",211
CA,6,5250,Blake Elementary ,233,21,0
CA,6,5280,Blochman Union Elementary ,755,77,15
CA,6,5400,Blue Lake Union Elementary ,"2,329",192,59
CA,6,5490,Bogus Elementary ,386,25,8
CA,6,5520,Bolinas-Stinson Union Elementary ,"2,132",139,25
CA,6,5610,Bonita Unified ,"62,178","10,128",906
CA,6,5640,Bonny Doon Union Elementary ,"3,230",219,17
CA,6,1426,Bonsall Unified ,"19,522","3,239",257
CA,6,5700,Borrego Springs Unified ,"3,376",372,109
CA,6,5730,Bradley Union Elementary ,371,38,5
CA,6,5790,Brawley Elementary ,"27,088","4,239",924
CA,6,5820,Brawley Union High ,"29,589","2,168",420
CA,6,5880,Brea-Olinda Unified ,"42,751","7,237",444
CA,6,5910,Brentwood Union Elementary ,"67,423","9,292",719
CA,6,5940,Bret Harte Union High ,"19,822",793,110
CA,6,6000,Bridgeville Elementary ,571,59,23
CA,6,6030,Briggs Elementary ,"3,069",413,65
CA,6,6060,Brisbane Elementary ,"8,627",732,45
CA,6,6090,Brittan Elementary ,"3,632",456,64
CA,6,6100,Browns Elementary ,887,115,17
CA,6,6270,Buckeye Union Elementary ,"42,811","5,307",326
CA,6,6330,Buellton Union Elementary ,"6,067",710,72
CA,6,6360,Buena Park Elementary ,"49,928","5,488",724
CA,6,6420,Buena Vista Elementary ,452,58,12
CA,6,6450,Burbank Unified ,"105,298","14,665","1,329"
CA,6,6480,Burlingame Elementary ,"31,517","3,669",169
CA,6,6510,Burnt Ranch Elementary ,740,60,32
CA,6,6540,Burrel Union Elementary ,557,88,19
CA,6,6570,Burton Elementary ,"18,677","3,087",561
CA,6,6580,Butte Valley Unified ,"1,762",327,82
CA,6,6690,Butteville Union Elementary ,"1,950",214,27
CA,6,6720,Buttonwillow Union Elementary ,"1,823",309,73
CA,6,6750,Byron Union Elementary ,"15,051","1,732",160
CA,6,6780,Cabrillo Unified ,"25,221","3,531",235
CA,6,6810,Cajon Valley Union Elementary ,"170,934","19,908","4,122"
CA,6,6870,Calaveras Unified ,"26,399","3,636",612
CA,6,6900,Calexico Unified ,"39,536","8,262","2,347"
CA,6,6960,Caliente Union Elementary ,894,102,16
CA,6,6990,Calipatria Unified ,"8,674","1,272",334
CA,6,7020,Calistoga Joint Unified ,"6,702",945,100
CA,6,7140,Cambrian Elementary ,"30,604","3,527",134
CA,6,7170,Camino Union Elementary ,"4,979",433,97
CA,6,7200,Campbell Union Elementary ,"97,540","9,493",676
CA,6,7230,Campbell Union High ,"226,835","10,686",543
CA,6,7260,Camptonville Elementary ,720,65,19
CA,6,7350,Canyon Elementary ,205,13,2
CA,6,7410,Capay Joint Union Elementary ,995,121,27
CA,6,7440,Capistrano Unified ,"359,286","58,795","3,457"
CA,6,7470,Cardiff Elementary ,"11,887",898,131
CA,6,7500,Carlsbad Unified ,"78,010","12,651",824
CA,6,7530,Carmel Unified ,"22,843","3,032",260
CA,6,7560,Carpinteria Unified ,"17,953","2,606",306
CA,6,67,Caruthers Unified ,"8,732","1,489",460
CA,6,7680,Cascade Union Elementary ,"16,453","1,967",406
CA,6,7740,Castaic Union ,"28,877","2,332",176
CA,6,7770,Castle Rock Union Elementary ,308,24,6
CA,6,7800,Castro Valley Unified ,"52,008","9,144",575
CA,6,7840,Cayucos Elementary ,"2,783",185,22
CA,6,7900,Center Joint Unified ,"29,489","6,041",830
CA,6,7920,Centinela Valley Union High ,"145,122","8,270","1,704"
CA,6,7950,Central Elementary ,"41,559","4,916",634
CA,6,7970,Central Unified ,"81,612","17,952","3,802"
CA,6,7980,Central Union Elementary ,"10,130","1,663",240
CA,6,8010,Central Union High ,"59,668","4,245",761
CA,6,8070,Centralia Elementary ,"56,263","4,528",528
CA,6,8130,Ceres Unified ,"57,699","12,641","2,584"
CA,6,8160,Chaffey Joint Union High ,"424,047","26,555","2,997"
CA,6,8190,Charter Oak Unified ,"36,994","5,944",661
CA,6,8250,Chatom Union Elementary ,"4,506",699,132
CA,6,116,Chawanakee Unified ,"4,694",721,144
CA,6,8340,Chicago Park Elementary ,"1,170",73,12
CA,6,8370,Chico Unified ,"118,233","16,666","2,307"
CA,6,8460,Chino Valley Unified ,"191,340","33,685","3,397"
CA,6,8520,Chowchilla Elementary ,"22,542","2,676",667
CA,6,8550,Chowchilla Union High ,"24,173","1,230",270
CA,6,8580,Chualar Union Elementary ,"1,899",324,49
CA,6,8610,Chula Vista Elementary ,"314,805","29,727","3,479"
CA,6,8640,Cienega Union Elementary ,178,15,2
CA,6,8700,Cinnabar Elementary ,"2,562",236,40
CA,6,8760,Claremont Unified ,"43,119","6,130",547
CA,6,8850,Clay Joint Elementary ,423,62,29
CA,6,8880,Clear Creek Elementary ,"1,735",143,29
CA,6,8970,Cloverdale Unified ,"11,089","1,633",135
CA,6,9030,Clovis Unified ,"232,800","47,085","5,888"
CA,6,9070,Coachella Valley Unified ,"88,283","19,279","4,992"
CA,6,9120,Coalinga-Huron Unified ,"25,333","4,914","1,484"
CA,6,49,Coast Unified ,"9,374",695,117
CA,6,9240,Coffee Creek Elementary ,187,11,5
CA,6,9270,Cold Spring Elementary ,"3,364",188,20
CA,6,9300,Colfax Elementary ,"5,385",510,64
CA,6,9330,College Elementary ,"6,347",484,57
CA,6,9390,Colton Joint Unified ,"118,407","23,221","3,741"
CA,6,9450,Columbia Elementary ,"9,415","1,079",118
CA,6,9480,Columbia Union Elementary ,"6,517",613,104
CA,6,9510,Columbine Elementary ,251,47,20
CA,6,9570,Colusa Unified ,"7,869","1,518",238
CA,6,9620,Compton Unified ,"154,617","31,613","7,569"
CA,6,9640,Conejo Valley Unified ,"134,997","21,652","1,631"
CA,6,9690,Corcoran Joint Unified ,"23,356","3,504",993
CA,6,9780,Corning Union Elementary ,"15,339","2,033",476
CA,6,9810,Corning Union High ,"18,002","1,183",237
CA,6,9850,Corona-Norco Unified ,"285,185","54,298","5,740"
CA,6,9870,Coronado Unified ,"22,325","2,917",152
CA,6,9940,Cotati-Rohnert Park Unified ,"56,319","7,879",732
CA,6,9990,Cottonwood Union Elementary ,"8,917","1,108",152
CA,6,10050,Covina-Valley Unified ,"79,735","12,984","1,800"
CA,6,16300,Cucamonga Elementary ,"31,441","3,521",527
CA,6,10230,Cuddeback Union Elementary ,778,79,17
CA,6,10260,Culver City Unified ,"40,001","5,628",396
CA,6,10290,Cupertino Union Elementary ,"140,124","19,669",577
CA,6,10320,Curtis Creek Elementary ,"9,199",787,98
CA,6,10350,Cutler-Orosi Joint Unified ,"17,654","4,113","1,362"
CA,6,10380,Cutten Elementary ,"5,215",414,72
CA,6,9,Cuyama Joint Unified ,"1,064",210,54
CA,6,10440,Cypress Elementary ,"45,918","3,667",277
CA,6,10620,Davis Joint Unified ,"78,694","9,102",588
CA,6,10680,Death Valley Unified ,851,47,8
CA,6,10710,Dehesa Elementary ,"2,402",226,16
CA,6,10740,Del Mar Union Elementary ,"49,675","5,337",261
CA,6,10770,Del Norte County Unified ,"28,100","4,462","1,055"
CA,6,10860,Delano Joint Union High ,"67,005","4,385","1,181"
CA,6,10890,Delano Union Elementary ,"53,524","7,442","2,108"
CA,6,39,Delhi Unified ,"12,947","2,926",720
CA,6,10980,Delphic Elementary ,184,22,8
CA,6,11040,Denair Unified ,"8,812","1,764",226
CA,6,11100,Desert Center Unified ,274,35,19
CA,6,11110,Desert Sands Unified ,"189,753","28,220","5,539"
CA,6,11130,Di Giorgio Elementary ,845,168,77
CA,6,65,Dinuba Unified ,"31,461","7,112","1,594"
CA,6,11220,Dixie Elementary ,"22,287","2,367",122
CA,6,11280,Dixon Unified ,"22,201","4,096",409
CA,6,33,Dos Palos-Oro Loma Joint Unified ,"11,430","2,642",832
CA,6,11430,Douglas City Elementary ,786,78,23
CA,6,11460,Downey Unified ,"122,108","21,030","3,093"
CA,6,11490,Dry Creek Joint Elementary ,"55,961","7,119",633
CA,6,11520,Duarte Unified ,"27,470","3,893",529
CA,6,19,Dublin Unified ,"71,132","12,719",455
CA,6,11550,Ducor Union Elementary ,"1,304",187,65
CA,6,11610,Dunham Elementary ,774,55,6
CA,6,11670,Dunsmuir Elementary ,"2,102",175,53
CA,6,11700,Dunsmuir Joint Union High ,"2,410",98,26
CA,6,11730,Durham Unified ,"5,255",891,90
CA,6,11760,Earlimart Elementary ,"9,512","1,704",619
CA,6,11780,East Nicolaus Joint Union High ,"2,592",155,20
CA,6,11820,East Side Union High ,"532,916","26,323","2,566"
CA,6,11850,East Whittier City Elementary ,"74,040","8,825",907
CA,6,11870,Eastern Sierra Unified ,"4,303",520,80
CA,6,11910,Eastside Union Elementary ,"27,777","4,213","1,244"
CA,6,11940,Edison Elementary ,"6,486","1,100",288
CA,6,12030,El Centro Elementary ,"40,974","5,806","1,334"
CA,6,12070,El Dorado Union High ,"149,099","7,862",576
CA,6,12090,El Monte City ,"79,201","8,551","2,026"
CA,6,12120,El Monte Union High ,"164,754","8,985","1,950"
CA,6,12150,El Nido Elementary ,"1,328",142,27
CA,6,12180,El Rancho Unified ,"58,216","9,666","1,441"
CA,6,12210,El Segundo Unified ,"16,893","2,848",139
CA,6,26,El Tejon Unified ,"7,956","1,181",277
CA,6,12330,Elk Grove Unified ,"362,244","71,242","9,708"
CA,6,12360,Elk Hills Elementary ,262,43,16
CA,6,12600,Elverta Joint Elementary ,"3,029",299,47
CA,6,12630,Emery Unified ,"12,646",818,152
CA,6,12690,Empire Union Elementary ,"27,148","3,468",671
CA,6,12750,Encinitas Union Elementary ,"73,671","6,349",351
CA,6,12810,Enterprise Elementary ,"34,200","4,052",770
CA,6,12840,Escalon Unified ,"18,250","3,012",321
CA,6,12880,Escondido Union Elementary ,"170,670","20,041","2,717"
CA,6,12910,Escondido Union High ,"174,037","9,788","1,157"
CA,6,12930,Esparto Unified ,"6,594","1,296",135
CA,6,12960,Etiwanda Elementary ,"97,784","13,361","1,095"
CA,6,52,Eureka City Unified ,"49,430","5,812","1,439"
CA,6,13080,Eureka Union Elementary ,"27,796","3,166",156
CA,6,13140,Evergreen Elementary ,"97,569","11,570","1,023"
CA,6,13170,Evergreen Union Elementary ,"9,847","1,232",170
CA,6,1423,Exeter Unified ,"16,416","3,022",691
CA,6,13290,Fairfax Elementary ,"15,044","2,574",675
CA,6,13360,Fairfield-Suisun Unified ,"141,228","24,508","2,881"
CA,6,13470,Fall River Joint Unified ,"7,860","1,149",215
CA,6,13500,Fallbrook Union Elementary ,"67,115","5,570",671
CA,6,13530,Fallbrook Union High ,"69,450","2,642",286
CA,6,35,Farmersville Unified ,"11,149","2,699",727
CA,6,37,Ferndale Unified ,"2,757",430,66
CA,6,13740,Fieldbrook Elementary ,861,88,12
